Clade,family,full_species,Genus,species,haploid
Angiosperm,Asteraceae,Stevia_obovata,Stevia,obovata,11
Angiosperm,Asteraceae,Stevia_jaliscensis,Stevia,jaliscensis,12
Angiosperm,Asteraceae,Stevia_lucida,Stevia,lucida,12
Angiosperm,Asteraceae,Stevia_sanguinea,Stevia,sanguinea,11
Angiosperm,Asteraceae,Stevia_elatior,Stevia,elatior,12
Angiosperm,Asteraceae,Stevia_seleriana,Stevia,seleriana,12
Angiosperm,Asteraceae,Stevia_viscida,Stevia,viscida,5
Angiosperm,Asteraceae,Stevia_parvifolia,Stevia,parvifolia,11
Angiosperm,Asteraceae,Stevia_polycephala,Stevia,polycephala,12
Angiosperm,Asteraceae,Stevia_suaveolens,Stevia,suaveolens,34
Angiosperm,Asteraceae,Stevia_cinerascens,Stevia,cinerascens,11
Angiosperm,Asteraceae,Stevia_berlandieri,Stevia,berlandieri,12
Angiosperm,Asteraceae,Stevia_triflora,Stevia,triflora,34
Angiosperm,Asteraceae,Stevia_jorullensis,Stevia,jorullensis,17
Angiosperm,Asteraceae,Stevia_achalensis,Stevia,achalensis,11
Angiosperm,Asteraceae,Stevia_alternifolia,Stevia,alternifolia,11
Angiosperm,Asteraceae,Stevia_anadenotricha,Stevia,anadenotricha,12
Angiosperm,Asteraceae,Stevia_andina,Stevia,andina,22
Angiosperm,Asteraceae,Stevia_breviaristata,Stevia,breviaristata,11
Angiosperm,Asteraceae,Stevia_camachensis,Stevia,camachensis,11
Angiosperm,Asteraceae,Stevia_centinelae,Stevia,centinelae,11
Angiosperm,Asteraceae,Stevia_commixta,Stevia,commixta,11
Angiosperm,Asteraceae,Stevia_ecatepecana,Stevia,ecatepecana,12
Angiosperm,Asteraceae,Stevia_ephemera,Stevia,ephemera,4
Angiosperm,Asteraceae,Stevia_eupatoria,Stevia,eupatoria,2
Angiosperm,Asteraceae,Stevia_grisebachiana,Stevia,grisebachiana,11
Angiosperm,Asteraceae,Stevia_iltisiana,Stevia,iltisiana,34
Angiosperm,Asteraceae,Stevia_isomeca,Stevia,isomeca,35
Angiosperm,Asteraceae,Stevia_jujuyensis,Stevia,jujuyensis,11
Angiosperm,Asteraceae,Stevia_lilloi,Stevia,lilloi,11
Angiosperm,Asteraceae,Stevia_lita,Stevia,lita,5
Angiosperm,Asteraceae,Stevia_lundiana,Stevia,lundiana,11
Angiosperm,Asteraceae,Stevia_maimarensis,Stevia,maimarensis,11
Angiosperm,Asteraceae,Stevia_mercedensis,Stevia,mercedensis,2
Angiosperm,Asteraceae,Stevia_micradenia,Stevia,micradenia,33
Angiosperm,Asteraceae,Stevia_monardifolia,Stevia,monardifolia,34
Angiosperm,Asteraceae,Stevia_multiaristata,Stevia,multiaristata,11
Angiosperm,Asteraceae,Stevia_myriadenia,Stevia,myriadenia,11
Angiosperm,Asteraceae,Stevia_myricoides,Stevia,myricoides,12
Angiosperm,Asteraceae,Stevia_ophryophylla,Stevia,ophryophylla,11
Angiosperm,Asteraceae,Stevia_origanoides,Stevia,origanoides,11
Angiosperm,Asteraceae,Stevia_ovalis,Stevia,ovalis,34
Angiosperm,Asteraceae,Stevia_potrerensis,Stevia,potrerensis,11
Angiosperm,Asteraceae,Stevia_rebaudiana,Stevia,rebaudiana,11
Angiosperm,Asteraceae,Stevia_rzedowskii,Stevia,rzedowskii,12
Angiosperm,Asteraceae,Stevia_samaipatensis,Stevia,samaipatensis,10
Angiosperm,Asteraceae,Stevia_santacruzensis,Stevia,santacruzensis,11
Angiosperm,Asteraceae,Stevia_sarensis,Stevia,sarensis,11
Angiosperm,Asteraceae,Stevia_satureiaefolia,Stevia,satureiaefolia,11
Angiosperm,Asteraceae,Stevia_satureifolia,Stevia,satureifolia,11
Angiosperm,Asteraceae,Stevia_selloi,Stevia,selloi,11
Angiosperm,Asteraceae,Stevia_soratensis,Stevia,soratensis,12
Angiosperm,Asteraceae,Stevia_subpubescens,Stevia,subpubescens,12
Angiosperm,Asteraceae,Stevia_tephra,Stevia,tephra,24
Angiosperm,Asteraceae,Stevia_tephrophylla,Stevia,tephrophylla,12
Angiosperm,Asteraceae,Stevia_vaga,Stevia,vaga,12
Angiosperm,Asteraceae,Stevia_viejoana,Stevia,viejoana,11
Angiosperm,Asteraceae,Stevia_yaconensis,Stevia,yaconensis,11
Angiosperm,Asteraceae,Stevia_yalae,Stevia,yalae,11
Angiosperm,Asteraceae,Stevia_zacatecana,Stevia,zacatecana,12
Angiosperm,Asteraceae,Stizolophus_balsamita,Stizolophus,balsamita,13
Angiosperm,Asteraceae,Stokesia_laevis,Stokesia,laevis,7
Angiosperm,Asteraceae,Stomatanthes_africanus,Stomatanthes,africanus,10
Angiosperm,Asteraceae,Stomatanthes_corumbensis,Stomatanthes,corumbensis,10
Angiosperm,Asteraceae,Stramentopappus_pooleae,Stramentopappus,pooleae,19
Angiosperm,Asteraceae,Streptoglossa_decurrens,Streptoglossa,decurrens,10
Angiosperm,Asteraceae,Streptoglossa_bubakii,Streptoglossa,bubakii,10
Angiosperm,Asteraceae,Streptoglossa_liatriodes,Streptoglossa,liatriodes,10
Angiosperm,Asteraceae,Streptoglossa_liatroides,Streptoglossa,liatroides,10
Angiosperm,Asteraceae,Strobocalyx_arborea,Strobocalyx,arborea,10
Angiosperm,Asteraceae,Strotheria_gypsophila,Strotheria,gypsophila,8
Angiosperm,Asteraceae,Struchium_sparganophorum,Struchium,sparganophorum,16
Angiosperm,Asteraceae,Stuckertiella_capitata,Stuckertiella,capitata,11
Angiosperm,Asteraceae,Stuessya_perennans,Stuessya,perennans,17
Angiosperm,Asteraceae,Stylocline_micropoides,Stylocline,micropoides,14
Angiosperm,Asteraceae,Stylocline_gnaphaloides,Stylocline,gnaphaloides,14
Angiosperm,Asteraceae,Symphyopappus_compressus,Symphyopappus,compressus,10
Angiosperm,Asteraceae,Symphyopappus_cuneatus,Symphyopappus,cuneatus,10
Angiosperm,Asteraceae,Symphyopappus_decussatus,Symphyopappus,decussatus,10
Angiosperm,Asteraceae,Symphyotrichum_chilense,Symphyotrichum,chilense,24
Angiosperm,Asteraceae,Symphyotrichum_anomalum,Symphyotrichum,anomalum,8
Angiosperm,Asteraceae,Symphyotrichum_×,Symphyotrichum,×,5
Angiosperm,Asteraceae,Symphyotrichum_grandiflorum,Symphyotrichum,grandiflorum,30
Angiosperm,Asteraceae,Symphyotrichum_patens,Symphyotrichum,patens,10
Angiosperm,Asteraceae,Symphyotrichum_prenanthoides,Symphyotrichum,prenanthoides,2
Angiosperm,Asteraceae,Symphyotrichum_shortii,Symphyotrichum,shortii,18
Angiosperm,Asteraceae,Symphyotrichum_walteri,Symphyotrichum,walteri,10
Angiosperm,Asteraceae,Symphyotrichum_ciliatum,Symphyotrichum,ciliatum,7
Angiosperm,Asteraceae,Symphyotrichum_fendleri,Symphyotrichum,fendleri,2
Angiosperm,Asteraceae,Symphyotrichum_drummondii,Symphyotrichum,drummondii,16
Angiosperm,Asteraceae,Symphyotrichum_cusickii,Symphyotrichum,cusickii,16
Angiosperm,Asteraceae,Symphyotrichum_ericoides,Symphyotrichum,ericoides,5
Angiosperm,Asteraceae,Symphyotrichum_eatonii,Symphyotrichum,eatonii,8
Angiosperm,Asteraceae,Symphyotrichum_undulatum,Symphyotrichum,undulatum,9
Angiosperm,Asteraceae,Symphyotrichum_hallii,Symphyotrichum,hallii,8
Angiosperm,Asteraceae,Symphyotrichum_concolor,Symphyotrichum,concolor,4
Angiosperm,Asteraceae,Symphyotrichum_lanceolatum,Symphyotrichum,lanceolatum,32
Angiosperm,Asteraceae,Symphyotrichum_tenuifolium,Symphyotrichum,tenuifolium,5
Angiosperm,Asteraceae,Symphyotrichum_oblongifolium,Symphyotrichum,oblongifolium,5
Angiosperm,Asteraceae,Symphyotrichum_pilosum,Symphyotrichum,pilosum,24
Angiosperm,Asteraceae,Symphyotrichum_sericeum,Symphyotrichum,sericeum,5
Angiosperm,Asteraceae,Symphyotrichum_porteri,Symphyotrichum,porteri,8
Angiosperm,Asteraceae,Symphyotrichum_squamatum,Symphyotrichum,squamatum,9
Angiosperm,Asteraceae,Symphyotrichum_adnatum,Symphyotrichum,adnatum,10
Angiosperm,Asteraceae,Symphyotrichum_ascendens,Symphyotrichum,ascendens,13
Angiosperm,Asteraceae,Symphyotrichum_boreale,Symphyotrichum,boreale,16
Angiosperm,Asteraceae,Symphyotrichum_bullatum,Symphyotrichum,bullatum,8
Angiosperm,Asteraceae,Symphyotrichum_campestre,Symphyotrichum,campestre,5
Angiosperm,Asteraceae,Symphyotrichum_ciliolatum,Symphyotrichum,ciliolatum,24
Angiosperm,Asteraceae,Symphyotrichum_cordifolium,Symphyotrichum,cordifolium,16
Angiosperm,Asteraceae,Symphyotrichum_defoliatum,Symphyotrichum,defoliatum,18
Angiosperm,Asteraceae,Symphyotrichum_dumosum,Symphyotrichum,dumosum,8
Angiosperm,Asteraceae,Symphyotrichum_expansum,Symphyotrichum,expansum,5
Angiosperm,Asteraceae,Symphyotrichum_falcatum,Symphyotrichum,falcatum,10
Angiosperm,Asteraceae,Symphyotrichum_firmum,Symphyotrichum,firmum,8
Angiosperm,Asteraceae,Symphyotrichum_foliaceum,Symphyotrichum,foliaceum,8
Angiosperm,Asteraceae,Symphyotrichum_frondosum,Symphyotrichum,frondosum,8
Angiosperm,Asteraceae,Symphyotrichum_greatae,Symphyotrichum,greatae,8
Angiosperm,Asteraceae,Symphyotrichum_gypsophilum,Symphyotrichum,gypsophilum,9
Angiosperm,Asteraceae,Symphyotrichum_hendersonii,Symphyotrichum,hendersonii,16
Angiosperm,Asteraceae,Symphyotrichum_jessicae,Symphyotrichum,jessicae,40
Angiosperm,Asteraceae,Symphyotrichum_laeve,Symphyotrichum,laeve,24
Angiosperm,Asteraceae,Symphyotrichum_lateriflorum,Symphyotrichum,lateriflorum,16
Angiosperm,Asteraceae,Symphyotrichum_lentum,Symphyotrichum,lentum,32
Angiosperm,Asteraceae,Symphyotrichum_moranense,Symphyotrichum,moranense,5
Angiosperm,Asteraceae,Symphyotrichum_novae-angliae,Symphyotrichum,novae-angliae,5
Angiosperm,Asteraceae,Symphyotrichum_novi-belgii,Symphyotrichum,novi-belgii,24
Angiosperm,Asteraceae,Symphyotrichum_ontarionis,Symphyotrichum,ontarionis,16
Angiosperm,Asteraceae,Symphyotrichum_oolentangiense,Symphyotrichum,oolentangiense,16
Angiosperm,Asteraceae,Symphyotrichum_phlogifolium,Symphyotrichum,phlogifolium,10
Angiosperm,Asteraceae,Symphyotrichum_potosinum,Symphyotrichum,potosinum,5
Angiosperm,Asteraceae,Symphyotrichum_praealtum,Symphyotrichum,praealtum,16
Angiosperm,Asteraceae,Symphyotrichum_puniceum,Symphyotrichum,puniceum,8
Angiosperm,Asteraceae,Symphyotrichum_racemosum,Symphyotrichum,racemosum,8
Angiosperm,Asteraceae,Symphyotrichum_rhiannon,Symphyotrichum,rhiannon,9
Angiosperm,Asteraceae,Symphyotrichum_simmondsii,Symphyotrichum,simmondsii,32
Angiosperm,Asteraceae,Symphyotrichum_spathulatum,Symphyotrichum,spathulatum,8
Angiosperm,Asteraceae,Symphyotrichum_subspicatum,Symphyotrichum,subspicatum,24
Angiosperm,Asteraceae,Symphyotrichum_subulatum,Symphyotrichum,subulatum,5
Angiosperm,Asteraceae,Symphyotrichum_tradescantii,Symphyotrichum,tradescantii,16
Angiosperm,Asteraceae,Symphyotrichum_trilineatum,Symphyotrichum,trilineatum,5
Angiosperm,Asteraceae,Symphyotrichum_turbinellum,Symphyotrichum,turbinellum,50
Angiosperm,Asteraceae,Symphyotrichum_urophyllum,Symphyotrichum,urophyllum,8
Angiosperm,Asteraceae,Symphyotrichum_vahlii,Symphyotrichum,vahlii,12
Angiosperm,Asteraceae,Syncarpha_canescens,Syncarpha,canescens,7
Angiosperm,Asteraceae,Syncarpha_vestita,Syncarpha,vestita,7
Angiosperm,Asteraceae,Syncarpha_affinis,Syncarpha,affinis,7
Angiosperm,Asteraceae,Synedrella_nodiflora,Synedrella,nodiflora,20
Angiosperm,Asteraceae,Syneilesis_palmata,Syneilesis,palmata,26
Angiosperm,Asteraceae,Syneilesis_tagawae,Syneilesis,tagawae,26
Angiosperm,Asteraceae,Synotis_alata,Synotis,alata,20
Angiosperm,Asteraceae,Synotis_kunthiana,Synotis,kunthiana,20
Angiosperm,Asteraceae,Synotis_rufinervis,Synotis,rufinervis,20
Angiosperm,Asteraceae,Syntrichopappus_fremontii,Syntrichopappus,fremontii,6
Angiosperm,Asteraceae,Syntrichopappus_lemmonii,Syntrichopappus,lemmonii,7
Angiosperm,Asteraceae,Synurus_deltoides,Synurus,deltoides,13
Angiosperm,Asteraceae,Tagetes_tenuifolia,Tagetes,tenuifolia,12
Angiosperm,Asteraceae,Tagetes_nelsonii,Tagetes,nelsonii,12
Angiosperm,Asteraceae,Tagetes_coronopifolia,Tagetes,coronopifolia,12
Angiosperm,Asteraceae,Tagetes_parryi,Tagetes,parryi,12
Angiosperm,Asteraceae,Tagetes_multiflora,Tagetes,multiflora,12
Angiosperm,Asteraceae,Tagetes_lemmonii,Tagetes,lemmonii,12
Angiosperm,Asteraceae,Tagetes_micrantha,Tagetes,micrantha,12
Angiosperm,Asteraceae,Tagetes_erecta,Tagetes,erecta,12
Angiosperm,Asteraceae,Tagetes_caracasana,Tagetes,caracasana,24
Angiosperm,Asteraceae,Tagetes_ternifolia,Tagetes,ternifolia,24
Angiosperm,Asteraceae,Tagetes_subulata,Tagetes,subulata,12
Angiosperm,Asteraceae,Tagetes_lucida,Tagetes,lucida,11
Angiosperm,Asteraceae,Tagetes_biflora,Tagetes,biflora,24
Angiosperm,Asteraceae,Tagetes_microglossa,Tagetes,microglossa,12
Angiosperm,Asteraceae,Tagetes_mendocina,Tagetes,mendocina,24
Angiosperm,Asteraceae,Tagetes_elongata,Tagetes,elongata,24
Angiosperm,Asteraceae,Tagetes_filifolia,Tagetes,filifolia,12
Angiosperm,Asteraceae,Tagetes_lunulata,Tagetes,lunulata,18
Angiosperm,Asteraceae,Tagetes_minuta,Tagetes,minuta,24
Angiosperm,Asteraceae,Tagetes_zypaquirensis,Tagetes,zypaquirensis,12
Angiosperm,Asteraceae,Takhtajaniantha_pusilla,Takhtajaniantha,pusilla,14
Angiosperm,Asteraceae,Tamaulipa_azurea,Tamaulipa,azurea,10
Angiosperm,Asteraceae,Tanacetum_corymbosum,Tanacetum,corymbosum,9
Angiosperm,Asteraceae,Tanacetum_artemisioides,Tanacetum,artemisioides,9
Angiosperm,Asteraceae,Tanacetum_gracile,Tanacetum,gracile,9
Angiosperm,Asteraceae,Tanacetum_balsamita,Tanacetum,balsamita,9
Angiosperm,Asteraceae,Tanacetum_vulgare,Tanacetum,vulgare,9
Angiosperm,Asteraceae,Tanacetum_macrophyllum,Tanacetum,macrophyllum,9
Angiosperm,Asteraceae,Tanacetum_ferulaceum,Tanacetum,ferulaceum,9
Angiosperm,Asteraceae,Tanacetum_ptarmiciflorum,Tanacetum,ptarmiciflorum,9
Angiosperm,Asteraceae,Tanacetum_alpinum,Tanacetum,alpinum,18
Angiosperm,Asteraceae,Tanacetum_bipinnatum,Tanacetum,bipinnatum,27
Angiosperm,Asteraceae,Tanacetum_aureum,Tanacetum,aureum,9
Angiosperm,Asteraceae,Tanacetum_cinerariifolium,Tanacetum,cinerariifolium,9
Angiosperm,Asteraceae,Tanacetum_coccineum,Tanacetum,coccineum,9
Angiosperm,Asteraceae,Tanacetum_densum,Tanacetum,densum,9
Angiosperm,Asteraceae,Tanacetum_parthenium,Tanacetum,parthenium,9
Angiosperm,Asteraceae,Tanacetum_polycephalum,Tanacetum,polycephalum,18
Angiosperm,Asteraceae,Tanacetum_poteriifolium,Tanacetum,poteriifolium,9
Angiosperm,Asteraceae,Taraxacum_japonicum,Taraxacum,japonicum,8
Angiosperm,Asteraceae,Taraxacum_pyrenaicum,Taraxacum,pyrenaicum,8
Angiosperm,Asteraceae,Taraxacum_serotinum,Taraxacum,serotinum,8
Angiosperm,Asteraceae,Taraxacum_calliops,Taraxacum,calliops,12
Angiosperm,Asteraceae,Taraxacum_campylodes,Taraxacum,campylodes,2
Angiosperm,Asteraceae,Taraxacum_erythrospermum,Taraxacum,erythrospermum,8
Angiosperm,Asteraceae,Taraxacum_javanicum,Taraxacum,javanicum,4
Angiosperm,Asteraceae,Taraxacum_mimulum,Taraxacum,mimulum,8
Angiosperm,Asteraceae,Taraxacum_obovatum,Taraxacum,obovatum,16
Angiosperm,Asteraceae,Taraxacum_pacheri,Taraxacum,pacheri,8
Angiosperm,Asteraceae,Taraxacum_platycarpum,Taraxacum,platycarpum,8
Angiosperm,Asteraceae,Taraxacum_venustum,Taraxacum,venustum,13
Angiosperm,Asteraceae,Tarchonanthus_camphoratus,Tarchonanthus,camphoratus,36
Angiosperm,Asteraceae,Tarlmounia_elliptica,Tarlmounia,elliptica,20
Angiosperm,Asteraceae,Telanthophora_grandifolia,Telanthophora,grandifolia,30
Angiosperm,Asteraceae,Telanthophora_arborescens,Telanthophora,arborescens,30
Angiosperm,Asteraceae,Telekia_speciosa,Telekia,speciosa,10
Angiosperm,Asteraceae,Tephroseris_integrifolia,Tephroseris,integrifolia,48
Angiosperm,Asteraceae,Tephroseris_longifolia,Tephroseris,longifolia,10
Angiosperm,Asteraceae,Tephroseris_palustris,Tephroseris,palustris,24
Angiosperm,Asteraceae,Tephroseris_helenitis,Tephroseris,helenitis,24
Angiosperm,Asteraceae,Tephroseris_koreana,Tephroseris,koreana,24
Angiosperm,Asteraceae,Tephroseris_newcombei,Tephroseris,newcombei,24
Angiosperm,Asteraceae,Tephroseris_turczaninovii,Tephroseris,turczaninovii,24
Angiosperm,Asteraceae,Tessaria_fastigiata,Tessaria,fastigiata,10
Angiosperm,Asteraceae,Tessaria_integrifolia,Tessaria,integrifolia,10
Angiosperm,Asteraceae,Tessaria_absinthioides,Tessaria,absinthioides,10
Angiosperm,Asteraceae,Tessaria_absinthoides,Tessaria,absinthoides,10
Angiosperm,Asteraceae,Tetrachyron_orizabaensis,Tetrachyron,orizabaensis,16
Angiosperm,Asteraceae,Tetrachyron_brandegei,Tetrachyron,brandegei,15
Angiosperm,Asteraceae,Tetrachyron_manicatum,Tetrachyron,manicatum,16
Angiosperm,Asteraceae,Tetradymia_canescens,Tetradymia,canescens,30
Angiosperm,Asteraceae,Tetradymia_axillaris,Tetradymia,axillaris,30
Angiosperm,Asteraceae,Tetragonotheca_ludoviciana,Tetragonotheca,ludoviciana,17
Angiosperm,Asteraceae,Tetragonotheca_helianthoides,Tetragonotheca,helianthoides,17
Angiosperm,Asteraceae,Tetragonotheca_texana,Tetragonotheca,texana,17
Angiosperm,Asteraceae,Tetragonotheca_repanda,Tetragonotheca,repanda,17
Angiosperm,Asteraceae,Tetramolopium_humile,Tetramolopium,humile,9
Angiosperm,Asteraceae,Tetramolopium_rockii,Tetramolopium,rockii,9
Angiosperm,Asteraceae,Tetramolopium_remyi,Tetramolopium,remyi,9
Angiosperm,Asteraceae,Tetramolopium_alinae,Tetramolopium,alinae,9
Angiosperm,Asteraceae,Tetramolopium_consanguineum,Tetramolopium,consanguineum,9
Angiosperm,Asteraceae,Tetramolopium_filiforme,Tetramolopium,filiforme,9
Angiosperm,Asteraceae,Tetramolopium_lepidotum,Tetramolopium,lepidotum,9
Angiosperm,Asteraceae,Tetramolopium_macrum,Tetramolopium,macrum,9
Angiosperm,Asteraceae,Tetramolopium_sylvae,Tetramolopium,sylvae,9
Angiosperm,Asteraceae,Tetraneuris_herbacea,Tetraneuris,herbacea,14
Angiosperm,Asteraceae,Tetraneuris_acaulis,Tetraneuris,acaulis,15
Angiosperm,Asteraceae,Tetraneuris_argentea,Tetraneuris,argentea,15
Angiosperm,Asteraceae,Tetraneuris_linearifolia,Tetraneuris,linearifolia,14
Angiosperm,Asteraceae,Tetraneuris_scaposa,Tetraneuris,scaposa,30
Angiosperm,Asteraceae,Tetraneuris_turneri,Tetraneuris,turneri,45
Angiosperm,Asteraceae,Tetraneuris_ivesiana,Tetraneuris,ivesiana,15
Angiosperm,Asteraceae,Thaminophyllum_latifolium,Thaminophyllum,latifolium,10
Angiosperm,Asteraceae,Thaminophyllum_multiflorum,Thaminophyllum,multiflorum,10
Angiosperm,Asteraceae,Thaminophyllum_mundii,Thaminophyllum,mundii,10
Angiosperm,Asteraceae,Thelesperma_muelleri,Thelesperma,muelleri,11
Angiosperm,Asteraceae,Thelesperma_filifolium,Thelesperma,filifolium,8
Angiosperm,Asteraceae,Thelesperma_longipes,Thelesperma,longipes,10
Angiosperm,Asteraceae,Thelesperma_megapotamicum,Thelesperma,megapotamicum,2
Angiosperm,Asteraceae,Thelesperma_burridgeanum,Thelesperma,burridgeanum,10
Angiosperm,Asteraceae,Thelesperma_flavodiscum,Thelesperma,flavodiscum,10
Angiosperm,Asteraceae,Thelesperma_nuecense,Thelesperma,nuecense,10
Angiosperm,Asteraceae,Thelesperma_scabridulum,Thelesperma,scabridulum,12
Angiosperm,Asteraceae,Thelesperma_shinnersii,Thelesperma,shinnersii,11
Angiosperm,Asteraceae,Thelesperma_simplicifolium,Thelesperma,simplicifolium,10
Angiosperm,Asteraceae,Thelesperma_subaequale,Thelesperma,subaequale,12
Angiosperm,Asteraceae,Thelesperma_subnudum,Thelesperma,subnudum,12
Angiosperm,Asteraceae,Thrincia_taraxacoides,Thrincia,taraxacoides,4
Angiosperm,Asteraceae,Thurovia_triflora,Thurovia,triflora,5
Angiosperm,Asteraceae,Thymophylla_tenuifolia,Thymophylla,tenuifolia,8
Angiosperm,Asteraceae,Thymophylla_aurantiaca,Thymophylla,aurantiaca,8
Angiosperm,Asteraceae,Thymophylla_micropoides,Thymophylla,micropoides,8
Angiosperm,Asteraceae,Thymophylla_aurea,Thymophylla,aurea,8
Angiosperm,Asteraceae,Thymophylla_mutica,Thymophylla,mutica,8
Angiosperm,Asteraceae,Thymophylla_concinna,Thymophylla,concinna,8
Angiosperm,Asteraceae,Thymophylla_tenuiloba,Thymophylla,tenuiloba,8
Angiosperm,Asteraceae,Thymophylla_pentachaeta,Thymophylla,pentachaeta,13
Angiosperm,Asteraceae,Thymophylla_acerosa,Thymophylla,acerosa,8
Angiosperm,Asteraceae,Thymophylla_gentryi,Thymophylla,gentryi,8
Angiosperm,Asteraceae,Thymophylla_setifolia,Thymophylla,setifolia,26
Angiosperm,Asteraceae,Thymophylla_tephroleuca,Thymophylla,tephroleuca,8
Angiosperm,Asteraceae,Tilesia_macrocephala,Tilesia,macrocephala,30
Angiosperm,Asteraceae,Tilesia_baccata,Tilesia,baccata,30
Angiosperm,Asteraceae,Tithonia_thurberi,Tithonia,thurberi,17
Angiosperm,Asteraceae,Tithonia_rotundifolia,Tithonia,rotundifolia,17
Angiosperm,Asteraceae,Tithonia_pedunculata,Tithonia,pedunculata,17
Angiosperm,Asteraceae,Tithonia_diversifolia,Tithonia,diversifolia,17
Angiosperm,Asteraceae,Tithonia_tagetiflora,Tithonia,tagetiflora,17
Angiosperm,Asteraceae,Tithonia_brachypappa,Tithonia,brachypappa,17
Angiosperm,Asteraceae,Tithonia_calva,Tithonia,calva,17
Angiosperm,Asteraceae,Tithonia_hondurensis,Tithonia,hondurensis,17
Angiosperm,Asteraceae,Tithonia_koelzii,Tithonia,koelzii,17
Angiosperm,Asteraceae,Tithonia_longiradiata,Tithonia,longiradiata,17
Angiosperm,Asteraceae,Tithonia_tubaeformis,Tithonia,tubaeformis,17
Angiosperm,Asteraceae,Toiyabea_alpina,Toiyabea,alpina,9
Angiosperm,Asteraceae,Tolpis_umbellata,Tolpis,umbellata,9
Angiosperm,Asteraceae,Tolpis_webbii,Tolpis,webbii,9
Angiosperm,Asteraceae,Tolpis_laciniata,Tolpis,laciniata,9
Angiosperm,Asteraceae,Tolpis_barbata,Tolpis,barbata,9
Angiosperm,Asteraceae,Tolpis_virgata,Tolpis,virgata,9
Angiosperm,Asteraceae,Tolpis_succulenta,Tolpis,succulenta,9
Angiosperm,Asteraceae,Tolpis_crassiuscula,Tolpis,crassiuscula,9
Angiosperm,Asteraceae,Tolpis_lagopoda,Tolpis,lagopoda,9
Angiosperm,Asteraceae,Tolpis_proustii,Tolpis,proustii,9
Angiosperm,Asteraceae,Tonestus_eximius,Tonestus,eximius,9
Angiosperm,Asteraceae,Tonestus_graniticus,Tonestus,graniticus,9
Angiosperm,Asteraceae,Townsendia_grandiflora,Townsendia,grandiflora,9
Angiosperm,Asteraceae,Townsendia_annua,Townsendia,annua,9
Angiosperm,Asteraceae,Townsendia_parryi,Townsendia,parryi,9
Angiosperm,Asteraceae,Townsendia_incana,Townsendia,incana,9
Angiosperm,Asteraceae,Townsendia_formosa,Townsendia,formosa,9
Angiosperm,Asteraceae,Townsendia_fendleri,Townsendia,fendleri,9
Angiosperm,Asteraceae,Townsendia_mexicana,Townsendia,mexicana,9
Angiosperm,Asteraceae,Townsendia_eximia,Townsendia,eximia,9
Angiosperm,Asteraceae,Townsendia_texensis,Townsendia,texensis,9
Angiosperm,Asteraceae,Townsendia_florifer,Townsendia,florifer,9
Angiosperm,Asteraceae,Townsendia_strigosa,Townsendia,strigosa,9
Angiosperm,Asteraceae,Tragopogon_gracilis,Tragopogon,gracilis,12
Angiosperm,Asteraceae,Tragopogon_pratensis,Tragopogon,pratensis,6
Angiosperm,Asteraceae,Tragopogon_brevirostris,Tragopogon,brevirostris,6
Angiosperm,Asteraceae,Tragopogon_crocifolius,Tragopogon,crocifolius,6
Angiosperm,Asteraceae,Tragopogon_dubius,Tragopogon,dubius,6
Angiosperm,Asteraceae,Tragopogon_kashmirianus,Tragopogon,kashmirianus,12
Angiosperm,Asteraceae,Tragopogon_mirus,Tragopogon,mirus,12
Angiosperm,Asteraceae,Tragopogon_miscellus,Tragopogon,miscellus,6
Angiosperm,Asteraceae,Tragopogon_porrifolius,Tragopogon,porrifolius,6
Angiosperm,Asteraceae,Tragopogon_pterocarpus,Tragopogon,pterocarpus,12
Angiosperm,Asteraceae,Trichanthodium_exilis,Trichanthodium,exilis,3
Angiosperm,Asteraceae,Trichanthodium_baracchianum,Trichanthodium,baracchianum,3
Angiosperm,Asteraceae,Trichanthodium_scarlettianum,Trichanthodium,scarlettianum,7
Angiosperm,Asteraceae,Trichanthodium_skirrophorum,Trichanthodium,skirrophorum,4
Angiosperm,Asteraceae,Trichocline_reptans,Trichocline,reptans,18
Angiosperm,Asteraceae,Trichocline_incana,Trichocline,incana,20
Angiosperm,Asteraceae,Trichocline_boecheri,Trichocline,boecheri,18
Angiosperm,Asteraceae,Trichocline_exscapa,Trichocline,exscapa,18
Angiosperm,Asteraceae,Trichocoronis_wrightii,Trichocoronis,wrightii,15
Angiosperm,Asteraceae,Trichogonia_villosa,Trichogonia,villosa,40
Angiosperm,Asteraceae,Trichogonia_bishopii,Trichogonia,bishopii,10
Angiosperm,Asteraceae,Trichogonia_grazielae,Trichogonia,grazielae,10
Angiosperm,Asteraceae,Trichogonia_prancii,Trichogonia,prancii,10
Angiosperm,Asteraceae,Trichogonia_salviifolia,Trichogonia,salviifolia,10
Angiosperm,Asteraceae,Trichogonia_scottmorii,Trichogonia,scottmorii,10
Angiosperm,Asteraceae,Trichogoniopsis_adenantha,Trichogoniopsis,adenantha,10
Angiosperm,Asteraceae,Tricholepis_glaberrima,Tricholepis,glaberrima,16
Angiosperm,Asteraceae,Tricholepis_radicans,Tricholepis,radicans,16
Angiosperm,Asteraceae,Tricholepis_elongata,Tricholepis,elongata,16
Angiosperm,Asteraceae,Tricholepis_stewartei,Tricholepis,stewartei,8
Angiosperm,Asteraceae,Trichoptilium_incisum,Trichoptilium,incisum,13
Angiosperm,Asteraceae,Tridax_bicolor,Tridax,bicolor,10
